Date,Open,High,Low,Close,Adj Close,Volume
1993-04-29,43.875,43.96875,43.625,43.96875,24.975753784179688,85000
1993-04-30,44.125,44.28125,44.03125,44.03125,25.01125144958496,88500
1993-05-03,44.09375,44.3125,43.90625,44.3125,25.17100715637207,80500
1993-05-04,44.40625,44.625,44.34375,44.46875,25.2597713470459,149100
1993-05-05,44.46875,44.75,44.46875,44.59375,25.330764770507812,109000
1993-05-06,44.53125,44.5625,44.40625,44.4375,25.242029190063477,54700
1993-05-07,44.46875,44.46875,44.28125,44.34375,25.188745498657227,68000
1993-05-10,44.40625,44.6875,44.40625,44.4375,25.242029190063477,113900
1993-05-11,44.4375,44.625,44.3125,44.625,25.348514556884766,42600
1993-05-12,44.4375,44.59375,44.4375,44.5625,25.313018798828125,31000
1993-05-13,44.375,44.375,44.0,44.03125,25.01125144958496,129100
1993-05-14,44.03125,44.15625,43.96875,44.0,24.99350357055664,63500
1993-05-17,44.125,44.15625,43.9375,44.15625,25.08226203918457,34000
1993-05-18,44.1875,44.21875,43.96875,44.125,25.064498901367188,105200
1993-05-19,44.125,45.03125,43.84375,45.03125,25.57927703857422,50200
1993-05-20,45.03125,45.15625,44.9375,45.15625,25.650283813476562,98200
1993-05-21,45.1875,45.25,44.71875,44.75,25.41952896118164,221400
1993-05-24,44.84375,45.09375,44.84375,44.9375,25.526046752929688,30500
1993-05-25,45.125,45.125,45.03125,45.03125,25.57927703857422,191800
1993-05-26,45.15625,45.625,45.125,45.59375,25.898794174194336,102400
1993-05-27,45.65625,45.65625,45.375,45.4375,25.810054779052734,53800
1993-05-28,45.40625,45.40625,45.0,45.21875,25.685800552368164,79100
1993-06-01,45.375,45.8125,45.3125,45.65625,25.9343204498291,28300
1993-06-02,45.53125,45.75,45.34375,45.59375,25.898794174194336,20300
1993-06-03,45.5,45.5,45.34375,45.4375,25.810054779052734,21600
1993-06-04,45.3125,45.3125,45.09375,45.28125,25.721296310424805,32000
1993-06-07,45.375,45.375,45.125,45.125,25.63254737854004,121400
1993-06-08,45.0,45.0,44.71875,44.71875,25.401779174804688,104500
1993-06-09,44.875,45.0625,44.8125,44.875,25.490522384643555,43300
1993-06-10,44.84375,44.9375,44.75,44.90625,25.508281707763672,17900
1993-06-11,45.0625,45.15625,44.90625,45.09375,25.61478614807129,647400
1993-06-14,45.15625,45.1875,45.03125,45.03125,25.57927703857422,64200
1993-06-15,45.09375,45.125,44.9375,44.9375,25.526046752929688,142400
1993-06-16,44.9375,45.03125,44.8125,45.03125,25.57927703857422,330900
1993-06-17,45.125,45.1875,45.03125,45.1875,25.66803741455078,37400
1993-06-18,44.84375,44.84375,44.5,44.5,25.456653594970703,58500
1993-06-21,44.625,44.625,44.53125,44.59375,25.510303497314453,29300
1993-06-22,44.65625,44.65625,44.5625,44.625,25.52817153930664,137500
1993-06-23,44.625,44.625,44.21875,44.21875,25.295774459838867,227600
1993-06-24,44.34375,44.8125,44.34375,44.8125,25.635446548461914,243700
1993-06-25,44.78125,44.90625,44.75,44.78125,25.617557525634766,44800
1993-06-28,45.0,45.28125,44.9375,45.28125,25.903594970703125,439900
1993-06-29,45.21875,45.21875,45.0,45.0625,25.778444290161133,207500
1993-06-30,45.125,45.21875,45.0,45.0625,25.778444290161133,437600
1993-07-01,45.125,45.125,44.875,44.9375,25.70695686340332,605700
1993-07-02,44.78125,44.8125,44.53125,44.6875,25.563922882080078,285400
1993-07-06,44.625,44.75,44.15625,44.21875,25.295774459838867,246400
1993-07-07,44.1875,44.40625,44.1875,44.34375,25.36726951599121,343700
1993-07-08,44.375,44.9375,44.3125,44.84375,25.653295516967773,248200
1993-07-09,44.84375,44.96875,44.75,44.96875,25.724815368652344,378200
1993-07-12,44.90625,44.96875,44.84375,44.9375,25.70695686340332,373700
1993-07-13,44.96875,45.09375,44.65625,44.90625,25.68905258178711,389600
1993-07-14,44.9375,45.1875,44.90625,45.0625,25.778444290161133,617300
1993-07-15,45.03125,45.03125,44.78125,44.875,25.671199798583984,443800
1993-07-16,44.90625,44.9375,44.6875,44.75,25.599666595458984,216400
1993-07-19,44.75,44.75,44.59375,44.71875,25.581809997558594,188200
1993-07-20,44.6875,44.84375,44.46875,44.84375,25.653295516967773,68500
1993-07-21,44.78125,44.8125,44.65625,44.8125,25.635446548461914,142700
1993-07-22,44.75,44.8125,44.5,44.5,25.456653594970703,632400
1993-07-23,44.59375,44.71875,44.5625,44.71875,25.581809997558594,286200
1993-07-26,44.84375,45.0625,44.84375,44.96875,25.724815368652344,121300
1993-07-27,45.0,45.03125,44.78125,44.9375,25.70695686340332,92800
1993-07-28,44.84375,44.9375,44.78125,44.84375,25.653295516967773,30800
1993-07-29,44.9375,45.21875,44.875,45.09375,25.796337127685547,331000
1993-07-30,45.09375,45.09375,44.78125,44.84375,25.653295516967773,75300
1993-08-02,44.90625,45.125,44.90625,44.96875,25.724815368652344,41300
1993-08-03,45.0625,45.1875,44.84375,45.0,25.742694854736328,81600
1993-08-04,45.0,45.09375,44.875,45.0,25.742694854736328,434000
1993-08-05,45.0,45.0,44.84375,44.90625,25.68905258178711,36800
1993-08-06,45.03125,45.0625,44.90625,44.96875,25.724815368652344,402300
1993-08-09,45.09375,45.34375,45.0,45.21875,25.867830276489258,828200
1993-08-10,45.1875,45.21875,45.125,45.1875,25.84995460510254,604900
1993-08-11,45.15625,45.3125,45.15625,45.1875,25.84995460510254,542200
1993-08-12,45.3125,45.3125,44.90625,45.0625,25.778444290161133,303700
1993-08-13,45.09375,45.15625,45.09375,45.125,25.8142032623291,103500
1993-08-16,45.15625,45.5,45.15625,45.375,25.957216262817383,241800
1993-08-17,45.34375,45.53125,45.34375,45.53125,26.04660987854004,369300
1993-08-18,45.6875,45.875,45.65625,45.78125,26.18962287902832,414300
1993-08-19,45.8125,45.8125,45.71875,45.78125,26.18962287902832,28500
1993-08-20,45.6875,45.8125,45.65625,45.8125,26.20748519897461,80700
1993-08-23,45.625,45.75,45.625,45.71875,26.15385627746582,15600
1993-08-24,45.71875,46.21875,45.71875,46.21875,26.439899444580078,273400
1993-08-25,46.21875,46.4375,46.15625,46.25,26.457763671875,242300
1993-08-26,46.28125,46.53125,46.09375,46.28125,26.475650787353516,120000
1993-08-27,46.15625,46.25,46.15625,46.25,26.457763671875,25700
1993-08-30,46.28125,46.5,46.28125,46.4375,26.565040588378906,183500
1993-08-31,46.40625,46.5625,46.34375,46.5625,26.63654899597168,66500
1993-09-01,46.40625,46.59375,46.40625,46.5,26.600780487060547,136500
1993-09-02,46.53125,46.59375,46.3125,46.34375,26.51140785217285,472400
1993-09-03,46.3125,46.4375,46.25,46.375,26.529281616210938,630500
1993-09-07,46.375,46.4375,46.0,46.0625,26.350502014160156,196400
1993-09-08,46.0625,46.0625,45.59375,45.90625,26.26112174987793,269900
1993-09-09,45.71875,46.03125,45.71875,46.0,26.31475067138672,239200
1993-09-10,46.125,46.4375,46.0625,46.40625,26.54714584350586,106500
1993-09-13,46.5625,46.5625,46.4375,46.4375,26.565040588378906,66900
1993-09-14,46.3125,46.3125,46.09375,46.25,26.457763671875,184500
1993-09-15,46.0625,46.40625,45.90625,46.375,26.529281616210938,101000
1993-09-16,46.3125,46.34375,46.15625,46.1875,26.422000885009766,54300
1993-09-17,45.875,45.90625,45.75,45.8125,26.37078285217285,200900
1993-09-20,45.875,45.96875,45.4375,45.4375,26.154922485351562,57800
1993-09-21,45.5,45.5625,44.8125,45.28125,26.06499481201172,318200
1993-09-22,45.4375,45.71875,45.375,45.65625,26.28084373474121,439700
1993-09-23,45.78125,45.9375,45.71875,45.90625,26.424747467041016,88500
1993-09-24,45.84375,45.875,45.71875,45.78125,26.352807998657227,53500
1993-09-27,46.125,46.28125,46.125,46.28125,26.640615463256836,274600
1993-09-28,46.3125,46.3125,46.15625,46.1875,26.586626052856445,158300
1993-09-29,46.1875,46.3125,45.96875,46.03125,26.49669075012207,221000
1993-09-30,46.03125,46.125,45.84375,45.9375,26.44273567199707,99300
1993-10-01,45.875,46.21875,45.8125,46.15625,26.568655014038086,22700
1993-10-04,46.21875,46.21875,46.09375,46.21875,26.604633331298828,1038500
1993-10-05,46.3125,46.3125,46.0,46.15625,26.568655014038086,436500
1993-10-06,46.1875,46.375,46.125,46.125,26.5506649017334,209200
1993-10-07,46.1875,46.1875,45.96875,46.0,26.47870635986328,59400
1993-10-08,46.125,46.15625,45.71875,46.0625,26.51468276977539,54400
1993-10-11,46.15625,46.25,46.15625,46.15625,26.568655014038086,467100
1993-10-12,46.21875,46.25,46.1875,46.21875,26.604633331298828,26200
1993-10-13,46.25,46.25,46.15625,46.21875,26.604633331298828,139100
1993-10-14,46.40625,46.8125,46.28125,46.8125,26.946420669555664,108100
1993-10-15,47.03125,47.15625,46.90625,47.0625,27.090307235717773,1502500
1993-10-18,47.03125,47.03125,46.875,46.9375,27.01835823059082,722400
1993-10-19,46.875,46.96875,46.59375,46.59375,26.82050323486328,880100
1993-10-20,46.75,46.75,46.5625,46.65625,26.856456756591797,230400
1993-10-21,46.6875,46.6875,46.53125,46.59375,26.82050323486328,56200
1993-10-22,46.65625,46.84375,46.375,46.375,26.69457244873047,390700
1993-10-25,46.40625,46.5625,46.28125,46.5,26.766521453857422,114500
1993-10-26,46.46875,46.5,46.3125,46.46875,26.748533248901367,186200
1993-10-27,46.40625,46.53125,46.40625,46.5,26.766521453857422,118400
1993-10-28,46.5625,46.96875,46.5625,46.84375,26.964378356933594,129600
1993-10-29,46.8125,46.875,46.78125,46.84375,26.964378356933594,80700
1993-11-01,46.78125,47.0,46.78125,46.96875,27.036361694335938,36400
1993-11-02,46.90625,47.0,46.65625,46.9375,27.01835823059082,262100
1993-11-03,46.90625,46.90625,46.125,46.34375,26.676593780517578,479100
1993-11-04,46.34375,46.34375,45.8125,45.84375,26.388771057128906,130400
1993-11-05,45.71875,46.0625,45.53125,46.0625,26.51468276977539,363200
1993-11-08,46.09375,46.25,45.96875,46.125,26.5506649017334,367600
1993-11-09,46.4375,46.46875,46.125,46.15625,26.568655014038086,246900
1993-11-10,46.15625,46.5,46.03125,46.5,26.766521453857422,46500
1993-11-11,46.5,46.625,46.34375,46.375,26.69457244873047,88900
1993-11-12,46.46875,46.75,46.4375,46.59375,26.82050323486328,108200
1993-11-15,46.6875,46.6875,46.4375,46.5625,26.80251693725586,243300
1993-11-16,46.65625,46.8125,46.46875,46.78125,26.928422927856445,492600
1993-11-17,46.8125,46.8125,46.40625,46.53125,26.78450584411621,39600
1993-11-18,46.46875,46.5625,46.28125,46.40625,26.71255874633789,240800
1993-11-19,46.25,46.375,46.21875,46.3125,26.658607482910156,106000
1993-11-22,46.1875,46.21875,45.875,46.03125,26.49669075012207,165300
1993-11-23,46.28125,46.3125,46.03125,46.28125,26.640615463256836,89700
1993-11-24,46.40625,46.5,46.34375,46.46875,26.748533248901367,77200
1993-11-26,46.59375,46.59375,46.46875,46.5,26.766521453857422,1019800
1993-11-29,46.625,46.71875,46.3125,46.3125,26.658607482910156,517500
1993-11-30,46.28125,46.5625,46.25,46.34375,26.676593780517578,230000
1993-12-01,46.59375,46.625,46.40625,46.40625,26.71255874633789,379200
1993-12-02,46.5,46.5625,46.40625,46.53125,26.78450584411621,352000
1993-12-03,46.5,46.71875,46.5,46.71875,26.89243507385254,306000
1993-12-06,46.78125,46.9375,46.78125,46.875,26.982389450073242,99500
1993-12-07,46.875,46.90625,46.78125,46.84375,26.964378356933594,88800
1993-12-08,46.84375,46.84375,46.78125,46.84375,26.964378356933594,146700
1993-12-09,46.84375,46.90625,46.625,46.6875,26.874448776245117,416500
1993-12-10,46.71875,46.71875,46.5,46.59375,26.82050323486328,412900
1993-12-13,46.59375,46.875,46.53125,46.875,26.982389450073242,273200
1993-12-14,46.90625,46.90625,46.53125,46.53125,26.78450584411621,41900
1993-12-15,46.59375,46.625,46.46875,46.46875,26.748533248901367,82600
1993-12-16,46.65625,46.65625,46.5625,46.625,26.838476181030273,78200
1993-12-17,46.40625,46.59375,46.375,46.5625,26.985992431640625,104700
1993-12-20,46.53125,46.65625,46.5,46.625,27.022201538085938,68800
1993-12-21,46.5625,46.5625,46.40625,46.46875,26.931638717651367,205700
1993-12-22,46.59375,46.8125,46.5,46.78125,27.112764358520508,410300
1993-12-23,46.75,46.84375,46.6875,46.75,27.09465217590332,533800
1993-12-27,46.75,47.0,46.75,47.0,27.239545822143555,447100
1993-12-28,46.96875,47.125,46.9375,47.09375,27.293867111206055,880600
1993-12-29,47.125,47.15625,47.0,47.03125,27.257652282714844,266700
1993-12-30,47.0,47.0,46.75,46.84375,27.14896583557129,219900
1993-12-31,46.9375,47.0,46.5625,46.59375,27.00410270690918,312900
1994-01-03,46.59375,46.65625,46.40625,46.46875,26.931638717651367,960900
1994-01-04,46.53125,46.65625,46.46875,46.65625,27.040306091308594,164300
1994-01-05,46.71875,46.78125,46.53125,46.75,27.09465217590332,710900
1994-01-06,46.8125,46.84375,46.6875,46.75,27.09465217590332,201000
1994-01-07,46.84375,47.0625,46.71875,47.03125,27.257652282714844,775500
1994-01-10,47.09375,47.59375,46.96875,47.59375,27.583669662475586,593700
1994-01-11,47.5625,47.5625,47.34375,47.5,27.529306411743164,295200
1994-01-12,47.53125,47.53125,47.1875,47.34375,27.438756942749023,158400
1994-01-13,47.21875,47.3125,47.15625,47.21875,27.366329193115234,244300
1994-01-14,47.375,47.5,47.375,47.40625,27.474992752075195,137200
1994-01-17,47.40625,47.46875,47.3125,47.40625,27.474992752075195,17700
1994-01-18,47.46875,47.53125,47.375,47.46875,27.511201858520508,166400
1994-01-19,47.40625,47.46875,47.25,47.34375,27.438756942749023,200800
1994-01-20,47.40625,47.5,47.375,47.46875,27.511201858520508,281100
1994-01-21,47.53125,47.53125,47.34375,47.375,27.456878662109375,85600
1994-01-24,47.34375,47.5625,47.1875,47.1875,27.348207473754883,373800
1994-01-25,47.21875,47.25,47.09375,47.1875,27.348207473754883,310400
1994-01-26,47.1875,47.34375,47.125,47.3125,27.420654296875,145100
1994-01-27,47.40625,47.8125,47.34375,47.75,27.674219131469727,344500
1994-01-28,47.9375,48.03125,47.875,47.875,27.746675491333008,356500
1994-01-31,48.0625,48.3125,48.0,48.21875,27.94588279724121,313800
1994-02-01,48.15625,48.15625,47.90625,47.96875,27.801006317138672,303600
1994-02-02,48.125,48.28125,48.09375,48.28125,27.982114791870117,307600
1994-02-03,48.1875,48.1875,47.90625,48.0625,27.855321884155273,466100
1994-02-04,48.0625,48.125,46.96875,46.96875,27.221435546875,1403200
1994-02-07,46.84375,47.3125,46.84375,47.1875,27.348207473754883,516400
1994-02-08,47.28125,47.28125,47.03125,47.21875,27.366329193115234,188200
1994-02-09,47.25,47.4375,47.1875,47.40625,27.474992752075195,144600
1994-02-10,47.375,47.40625,47.0,47.0,27.239545822143555,883900
1994-02-11,47.03125,47.28125,46.8125,47.15625,27.330089569091797,519400
1994-02-14,47.0625,47.375,47.0,47.21875,27.366329193115234,2742100
1994-02-15,47.3125,47.5,47.25,47.46875,27.511201858520508,374700
1994-02-16,47.53125,47.53125,47.34375,47.4375,27.493099212646484,287600
1994-02-17,47.65625,47.6875,47.03125,47.15625,27.330089569091797,342400
1994-02-18,47.1875,47.21875,46.75,46.875,27.167095184326172,313300
1994-02-22,47.0,47.34375,47.0,47.34375,27.438756942749023,154500
1994-02-23,47.40625,47.4375,47.0625,47.21875,27.366329193115234,391700
1994-02-24,47.0625,47.0625,46.5625,46.59375,27.00410270690918,770800
1994-02-25,46.65625,46.8125,46.5625,46.8125,27.130884170532227,531300
1994-02-28,46.9375,47.0625,46.8125,46.8125,27.130884170532227,333000
1994-03-01,46.8125,46.90625,46.375,46.625,27.022201538085938,423600
1994-03-02,46.03125,46.6875,45.90625,46.6875,27.05841636657715,581500
1994-03-03,46.625,46.625,46.4375,46.5625,26.985992431640625,223200
1994-03-04,46.5625,46.8125,46.40625,46.6875,27.05841636657715,595800
1994-03-07,46.84375,47.0,46.84375,46.9375,27.203310012817383,539800
1994-03-08,46.96875,46.96875,46.6875,46.75,27.09465217590332,880300
1994-03-09,46.8125,47.0,46.59375,46.96875,27.221435546875,2500100
1994-03-10,46.9375,46.9375,46.4375,46.59375,27.00410270690918,207400
1994-03-11,46.65625,46.90625,46.40625,46.84375,27.14896583557129,576600
1994-03-14,47.03125,47.03125,46.84375,46.90625,27.185197830200195,345900
1994-03-15,47.0,47.09375,46.84375,46.875,27.167095184326172,748600
1994-03-16,46.9375,47.25,46.78125,47.25,27.38443946838379,455500
1994-03-17,47.09375,47.3125,47.09375,47.25,27.38443946838379,133000
1994-03-18,46.75,47.03125,46.71875,46.96875,27.378469467163086,365500
1994-03-21,46.8125,46.9375,46.71875,46.84375,27.305578231811523,324800
1994-03-22,46.84375,47.0625,46.75,46.96875,27.378469467163086,435700
1994-03-23,46.9375,47.0625,46.90625,46.9375,27.3602352142334,698500
1994-03-24,46.75,46.84375,46.15625,46.375,27.032360076904297,1200500
1994-03-25,46.40625,46.53125,45.9375,45.9375,26.777324676513672,100900
1994-03-28,46.0,46.0625,45.59375,46.0,26.81375503540039,1117200
1994-03-29,46.0,46.03125,45.09375,45.09375,26.285511016845703,338400
1994-03-30,45.125,45.25,44.46875,44.46875,25.921178817749023,1123900
1994-03-31,44.46875,44.6875,43.53125,44.59375,25.994054794311523,788800
1994-04-04,43.34375,44.03125,43.34375,43.90625,25.593313217163086,2627300
1994-04-05,44.34375,44.8125,44.34375,44.8125,26.121566772460938,1179000
1994-04-06,44.875,44.90625,44.5,44.8125,26.121566772460938,516500
1994-04-07,44.78125,45.125,44.53125,45.03125,26.24907684326172,666100
1994-04-08,44.9375,44.9375,44.46875,44.6875,26.048694610595703,242400
1994-04-11,44.8125,45.0625,44.703125,44.875,26.158008575439453,203300
1994-04-12,44.921875,45.0,44.71875,44.8125,26.121566772460938,1409200
1994-04-13,44.796875,44.90625,44.25,44.578125,25.98493194580078,364100
1994-04-14,44.5,44.828125,44.40625,44.59375,25.994054794311523,419900
1994-04-15,44.578125,44.78125,44.515625,44.59375,25.994054794311523,387300
1994-04-18,44.640625,44.765625,44.15625,44.296875,25.821002960205078,369100
1994-04-19,44.25,44.53125,43.984375,44.359375,25.85742950439453,472200
1994-04-20,44.40625,44.515625,44.078125,44.3125,25.830102920532227,508000
1994-04-21,44.5,44.96875,44.34375,44.90625,26.176198959350586,200300
1994-04-22,45.015625,45.046875,44.734375,44.859375,26.148889541625977,301800
1994-04-25,44.84375,45.359375,44.84375,45.328125,26.4221134185791,394600
1994-04-26,45.265625,45.34375,45.1875,45.28125,26.394807815551758,399000
1994-04-28,45.1875,45.25,44.8125,44.953125,26.203527450561523,287000
1994-04-29,44.875,45.15625,44.8125,45.09375,26.285511016845703,481900
1994-05-02,45.09375,45.71875,44.9375,45.375,26.44944190979004,275000
1994-05-03,45.390625,45.40625,45.0625,45.328125,26.4221134185791,183400
1994-05-04,45.421875,45.421875,45.078125,45.25,26.376598358154297,401900
1994-05-05,45.296875,45.375,45.1875,45.1875,26.340147018432617,659800
1994-05-06,44.96875,44.96875,44.59375,44.75,26.085111618041992,216300
1994-05-09,44.625,44.75,44.28125,44.359375,25.85742950439453,499300
1994-05-10,44.578125,44.84375,44.546875,44.703125,26.057802200317383,583400
1994-05-11,44.65625,44.71875,44.171875,44.296875,25.821002960205078,210600
1994-05-12,44.578125,44.625,44.40625,44.515625,25.948505401611328,305200
1994-05-13,44.640625,44.640625,44.296875,44.515625,25.948505401611328,321300
1994-05-16,44.609375,44.75,44.515625,44.53125,25.95762825012207,450400
1994-05-17,44.5625,45.1875,44.5,45.1875,26.340147018432617,470200
1994-05-18,45.21875,45.6875,45.015625,45.515625,26.53140640258789,824800
1994-05-19,45.421875,45.859375,45.421875,45.734375,26.65892791748047,531000
1994-05-20,45.65625,45.6875,45.5,45.5625,26.558753967285156,370400
1994-05-23,45.515625,45.53125,45.34375,45.484375,26.513212203979492,262700
1994-05-24,45.609375,45.84375,45.609375,45.671875,26.622499465942383,549600
1994-05-25,45.5,45.828125,45.34375,45.796875,26.695363998413086,738200
1994-05-26,45.78125,45.9375,45.734375,45.828125,26.71357536315918,369600
1994-05-27,45.75,45.875,45.671875,45.875,26.74091911315918,162000
1994-05-31,45.734375,45.90625,45.65625,45.8125,26.704463958740234,160000
1994-06-01,45.703125,46.015625,45.5625,46.015625,26.8228816986084,200500
1994-06-02,46.046875,46.046875,45.890625,45.96875,26.79554557800293,55100
1994-06-03,46.0,46.390625,45.859375,46.234375,26.950389862060547,550400
1994-06-06,46.328125,46.46875,46.1875,46.21875,26.941274642944336,99300
1994-06-07,46.140625,46.21875,46.03125,46.15625,26.90484046936035,120600
1994-06-08,46.265625,46.265625,45.78125,45.78125,26.686260223388672,131900
1994-06-09,45.984375,46.03125,45.890625,46.03125,26.831968307495117,80500
1994-06-10,46.078125,46.203125,46.078125,46.109375,26.87752342224121,83100
1994-06-13,46.046875,46.1875,46.03125,46.171875,26.91394805908203,109700
1994-06-14,46.3125,46.546875,46.3125,46.53125,27.12342643737793,161000
1994-06-15,46.546875,46.5625,46.3125,46.34375,27.014144897460938,142800
1994-06-16,46.34375,46.46875,46.296875,46.4375,27.068796157836914,44000
1994-06-17,46.15625,46.203125,45.8125,45.875,26.917699813842773,403800
1994-06-20,45.546875,45.625,45.4375,45.484375,26.688512802124023,137400
1994-06-21,45.453125,45.453125,44.90625,45.09375,26.459308624267578,139200
1994-06-22,45.21875,45.421875,45.171875,45.265625,26.560152053833008,279900
1994-06-23,45.34375,45.40625,44.9375,45.0,26.404272079467773,922500
1994-06-24,44.78125,44.78125,44.0,44.0625,25.85419464111328,353800
1994-06-27,44.234375,44.828125,44.015625,44.828125,26.30342674255371,371200
1994-06-28,44.84375,44.84375,44.25,44.609375,26.175071716308594,5382300
1994-06-29,44.671875,45.015625,44.625,44.75,26.257600784301758,311800
1994-06-30,44.828125,44.84375,44.3125,44.46875,26.092561721801758,271900
1994-07-01,44.6875,44.6875,44.375,44.5625,26.14756965637207,406900
1994-07-05,44.65625,44.859375,44.515625,44.796875,26.285097122192383,112000
1994-07-06,44.625,44.8125,44.46875,44.734375,26.2484130859375,174800
1994-07-07,44.734375,44.921875,44.6875,44.921875,26.358442306518555,66700
1994-07-08,44.640625,44.984375,44.625,44.90625,26.349267959594727,148400
1994-07-11,44.9375,45.015625,44.53125,44.75,26.257600784301758,124000
1994-07-12,44.765625,44.828125,44.515625,44.8125,26.294265747070312,257300
1994-07-13,44.828125,45.03125,44.828125,44.890625,26.340103149414062,532700
1994-07-14,45.109375,45.46875,45.078125,45.375,26.624303817749023,494200
1994-07-15,45.34375,45.484375,45.328125,45.390625,26.63348388671875,49100
1994-07-18,45.390625,45.578125,45.390625,45.46875,26.6793270111084,72300
1994-07-19,45.546875,45.5625,45.375,45.375,26.624303817749023,609500
1994-07-20,45.40625,45.40625,45.0625,45.171875,26.505125045776367,185300
1994-07-21,45.171875,45.296875,45.078125,45.265625,26.560152053833008,86300
1994-07-22,45.375,45.40625,45.25,45.34375,26.60597801208496,151600
1994-07-25,45.359375,45.453125,45.3125,45.40625,26.642642974853516,120900
